name,description,product_id,id,isactive,scoring_weight
Sunbird Only,"For issues that only affect the Sunbird product. For example: toolbars, menu items, sunbird specific preferences, etc. Note that localization issues should be reported to the Mozilla Localization project.",2,240,1,0.25
Documentation,NSS Documentation,16,241,1,0.25
X-remote,X-Remote Client and Server,1,249,1,1
Page Info,For issues with the Page Info window.,25,250,1,0.25
bugzilla.org,"The Bugzilla Project website (<a href=""http://www.bugzilla.org/"">http://www.bugzilla.org/</a>) and issues with any mailing lists served under the bugzilla.org domain. This component does not include <i>The Bugzilla Guide</i>.",19,251,1,0.25
Download & File Handling,"Problems with download and file handling UI in SeaMonkey. This includes the download manager window, ""helper applications"" UI, and open/save file dialogs.",25,252,1,0.25
Embedding: Mac,Covers issues and bugs <em>specific to</em> embedding in Mac Carbon or Cocoa applications.,49,253,1,0.25
Attachments,For problems with mail or news message attachments.,50,254,1,0.25
Chinese-Simplified,Evangelism bugs for sites in Simplified Chinese <b>GB2312</b>. Use (Simplified) Chinese <b>GB2312</b> encoding when writing comments in Chinese.,134,255,0,0.25
Doctor,"<a href=""http://www.mozilla.org/tools.html"">Doctor</a> is a tool for <a href=""http://doctor.mozilla.org/"">editing documents</a> on the <a href=""http://www.mozilla.org"">mozilla.org website</a> without using CVS.",59,257,1,0.25
Disability Access APIs,"Description: This component relates to bugs in our support for accessibility APIs on the various platforms. Accessibility APIs allow 3rd party products, such as screen readers used by visually impaired users, to communicate with our content and UI. The APIs we support specifically are MSAA on Windows and
ATK on UNIX/Linux (Apple has not yet published specs for an accessibility API on OS X). This component is not for keyboard, focus or any accessibility bugs other than those relating to the APIs we export.",1,258,1,1
Layout: Images,Bugs related to the <strong>layout</strong> of images. Use <strong>ImageLib</strong> for issues with the <em>decoding</em> of images.,1,260,1,1
Tinderbox2,This is a rewrite of Tinderbox.,59,261,1,0.25
Bookmarks,For bugs in Camino bookmark handling.,20,263,1,0.25
General,For issues in Camino that don't fit into other Camino components.,20,264,1,0.25
History,For issues with history.,20,265,1,0.25
Page Layout,"For issues with page layout, i.e., problems with the web content area (except for form elements).",20,266,1,0.25
Preferences,For issues in Camino preferences.,20,267,1,0.25
Toolbars & Menus,"For issues with Camino's toolbars, the menubar and context menus.",20,268,1,0.25
Import,"Import Mail, Import Mail Settings from third party applications.  Also, Import Address Book entries and preferences.",50,271,1,0.25
Attachments & Requests,"For problems with attachment creation/management and request creation/management. <tt>attachment.cgi</tt>, <tt>request.cgi</tt>",19,274,1,0.25
Toolbars and Customization,"Bugs and feature requests for Firefox toolbars. This includes
toolbar customization.",21,275,1,0.25
Menus,Bugs and feature requests for Firefox menus. This includes toplevel and context menus.,21,276,1,0.25
Bookmarks & History,"Bugs and feature requests for Firefox bookmarks & history. This includes the bookmarks menu, add and modify bookmarks dialogs and the bookmarks manager.",21,277,1,0.25
Preferences,"Bugs and feature requests for Firefox preferences. This includes the Tools-&gt;Options UI as well as the preference
defaults.",21,278,1,0.25
General,For bugs in Firefox which do not fit into other more specific Firefox components,21,279,1,0.25
Accessibility,"For issues dealing with keyboard navigation (e.g., shortcuts) and focus within Camino.",20,280,1,0.25
Downloading,"For issues with downloading files in Camino, as well as opening files with helper applications.",20,281,1,0.25
Location Bar & Autocomplete,"For problems with the Location field, as well as the autocompletion feature in Camino.",20,282,1,0.25
Tabbed Browsing,For issues with the tabbed browser feature in Camino.,20,283,1,0.25
Printing,For problems in printing with Camino.,20,284,1,0.25
Plug-ins,"For bugs concerning plug-ins. For example: QuickTime, Flash, etc.",20,285,1,0.25
OS Integration,For issues with integrating Camino with Mac OS X. For example: Services.,20,286,1,0.25
HTML Form Controls,For issues with HTML forms in Camino.,20,287,1,0.25
Drag & Drop,"For issues with dragging and dropping items (e.g., links, files, etc) to, from and within Camino.",20,289,1,0.25
Downloads API,"For issues relating to the process of downloading files to disk, including for example progress calculation and timing, folder choice, file naming, and file system access.

Does NOT cover:
 - The user interface (see Firefox :: Downloads Panel)
 - Networking issues (see Core :: Networking)
 - Choosing the handler application (see Firefox :: File Handling)
 - Saving complete web pages (see Firefox :: File Handling)",30,291,1,0.25
lt / Lithuanian,Lithuanian/lt-LT localization bugs.,17,292,1,0.25
Address Bar,"For bugs in the Firefox ""Smart Location Bar"" UI element, including the bookmark and history autocomplete matching behavior.",21,294,1,0.25
Build Config,"For bugs and feature requests in the Firefox build and configuration setup. More info: <a href=""https://wiki.mozilla.org/Modules/All#Build_Config"">Build Config</a> module description.",21,295,0,0.25
Layout: R & A Pos,"Relative, Absolute, and Fixed positioning, except when printing.  If you don't know what this is then please don't move bugs here, instead select ""Layout"".",1,296,1,1
Layout: Text,"For problems with enumerating and rendering system fonts, glyph substitution, fallbacks when specified font not available and legibility. Bugs with the CSS 'font' properties belong here.",1,297,1,1
Layout: Block and Inline,"Core layout and geometry for basic block and line elements. For example, margin collapsing bugs, border rendering bugs, and bugs with the inline box model belong here.",1,298,1,1
Layout: Misc Code,"For code-level bugs in things like the pres shell, etc.",1,299,1,1
Layout: Floats,"Issues with CSS floats or left/right aligned images. For example, bugs with the 'float' and 'clear' properties belong here.",1,300,1,1
zh-CN / Chinese (Simplified),Chinese Simplified (China) translation of Mozilla. (Mozilla&nbsp;&#31616;&#20307;&#20013;&#25991;&#29256;&#20013;&#25991;&#21270;&#33261;&#34411;),17,303,1,0.25
Find In Page,"This component covers bugs in the ""<a
href=""http://www.mozilla.org/projects/ui/accessibility/typeaheadfind.html"">Find
As You Type</a>"" (also known as ""Type Ahead Find"" or ""Incremental Search"") feature, which allows quick web page navigation when you
type a sequence of characters in the body of the displayed page (not in the
Location Bar, edit boxes, or other form elements). Sample bugs include: not finding text on a page, not highlighting text, crashing, etc.",25,304,1,0.25
GFX: BeOS,Mapping of cross platform rendering interfaces to BeOS platform APIs.,49,305,1,0.25
GFX: Gtk,Mapping of cross platform rendering interfaces to GTK platform APIs (both versions).,49,306,1,0.25
GFX: Mac,Mapping of cross platform rendering interfaces to Mac platform APIs.,49,307,1,0.25
GFX: OS/2,Mapping of cross platform rendering interfaces to OS/2 platform APIs.,49,308,1,0.25
GFX: Win32,Mapping of cross platform rendering interfaces to Windows platform APIs.,49,309,1,0.25
GFX: Xlib,Mapping of cross platform rendering interfaces to Xlib platform APIs.,49,310,1,0.25
Ports: Qt,"Bugs that occur <strong>only</strong> in the Qt version of Mozilla, but not in other versions like the Gtk one. Sample Bugs: Printing does not work in the Qt port; Images don't show in the Qt port. Unless you <em>know</em> it's a Qt bug, don't file your bug here!",49,311,1,0.25
SQL,"For bugs in Mozilla's SQL support. See the <a href=""http://www-archive.mozilla.org/projects/sql/"">project page</a> for more details.",49,312,1,0.25
Web Services,"For problems in using <strong>SOAP</strong> and <strong>WSDL</strong> to call Web Services from
scripts in Mozilla. <p>Examples: WSDL crashes if no &lt;message&gt; defined; WSDL Proxy callback doesn't allow access to the SOAP Response; Need better facilities to debug SOAP calls.</p>",49,313,0,0.25
Bug Import/Export & Moving,"Importing bugs into Bugzilla, exporting bugs from Bugzilla, and moving bugs between Bugzillas.  <code>importxml.pl</code>",19,314,1,0.25
